market,market_name,campaign_name,week,model,conv,spend
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20131671_PORSCHESEAAO2026_MODELLPANAMERA_DE_41313730,2025-17,panamera,0.55,247.26
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20131671_PORSCHESEAAO2026_MODELLPANAMERA_DE_41313730,2025-18,panamera,0.0,219.98
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20131671_PORSCHESEAAO2026_MODELLPANAMERA_DE_41313730,2025-21,panamera,1.0,242.36
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20131672_PORSCHESEAAO2026_MODELL911_DE_41313730,2025-01,911,0.5,261.89
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20131672_PORSCHESEAAO2026_MODELL911_DE_41313730,2025-02,911,2.0,347.45
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20131672_PORSCHESEAAO2026_MODELL911_DE_41313730,2025-03,911,3.0,349.59
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20131672_PORSCHESEAAO2026_MODELL911_DE_41313730,2025-05,911,0.5,335.95
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20131672_PORSCHESEAAO2026_MODELL911_DE_41313730,2025-06,911,7.0,395.2
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20131672_PORSCHESEAAO2026_MODELL911_DE_41313730,2025-07,911,0.0,390.48
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20131672_PORSCHESEAAO2026_MODELL911_DE_41313730,2025-08,911,1.0,386.11
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20131672_PORSCHESEAAO2026_MODELL911_DE_41313730,2025-09,911,0.0,346.43
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20131672_PORSCHESEAAO2026_MODELL911_DE_41313730,2025-10,911,1.0,349.78
