market,market_name,campaign_name,week,model,conv,spend
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293792_COMBINATIONSPANAMERA_SEARCHADS,2025-44,panamera,0.0,221.23
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293792_COMBINATIONSPANAMERA_SEARCHADS,2025-46,panamera,1.0,247.46
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293792_COMBINATIONSPANAMERA_SEARCHADS,2025-48,panamera,0.51,231.16
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293795_COMBINATIONS911_SEARCHADS,2025-23,911,1.0,254.28
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293795_COMBINATIONS911_SEARCHADS,2025-24,911,0.0,254.93
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293795_COMBINATIONS911_SEARCHADS,2025-25,911,1.0,252.39
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293795_COMBINATIONS911_SEARCHADS,2025-26,911,1.0,234.67
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293795_COMBINATIONS911_SEARCHADS,2025-27,911,1.58,240.36
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293795_COMBINATIONS911_SEARCHADS,2025-28,911,1.0,249.72
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293795_COMBINATIONS911_SEARCHADS,2025-29,911,0.0,241.84
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293795_COMBINATIONS911_SEARCHADS,2025-31,911,3.0,229.82
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293795_COMBINATIONS911_SEARCHADS,2025-32,911,1.04,246.35
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293795_COMBINATIONS911_SEARCHADS,2025-33,911,1.5,247.06
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293795_COMBINATIONS911_SEARCHADS,2025-34,911,0.0,238.42
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293795_COMBINATIONS911_SEARCHADS,2025-36,911,1.1,449.1
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293795_COMBINATIONS911_SEARCHADS,2025-37,911,1.5,336.13
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293795_COMBINATIONS911_SEARCHADS,2025-38,911,1.0,122.88
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293795_COMBINATIONS911_SEARCHADS,2025-39,911,0.0,122.08
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293795_COMBINATIONS911_SEARCHADS,2025-41,911,1.0,255.12
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293795_COMBINATIONS911_SEARCHADS,2025-43,911,1.0,235.09
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293795_COMBINATIONS911_SEARCHADS,2025-46,911,3.0,253.86
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293795_COMBINATIONS911_SEARCHADS,2025-47,911,0.25,246.37
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293795_COMBINATIONS911_SEARCHADS,2025-48,911,0.0,232.89
PD,Germany,10169183_NC_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_BDS_KT_NU_NU_DE_NU_BRAD_10293795_COMBINATIONS911_SEARCHADS,2025-51,911,2.0,242.38
PD,Germany,10420137_BR_PL_LWT_DRC_CAY_CAY_SUV_NB_GLB_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPL_NU_LCI_ELVE_NU_NU_DE_NU_BRAT_20021396_DECTG2025SEARCHONLYCAYENNE_DECTG2025SEARCHONLYCAYENNE,2025-45,cayenne,11.0,11188.61
PD,Germany,10420137_BR_PL_LWT_DRC_CAY_CAY_SUV_NB_GLB_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPL_NU_LCI_ELVE_NU_NU_DE_NU_BRAT_20021396_DECTG2025SEARCHONLYCAYENNE_DECTG2025SEARCHONLYCAYENNE,2025-46,cayenne,22.25,13942.89
PD,Germany,10420137_BR_PL_LWT_DRC_CAY_CAY_SUV_NB_GLB_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPL_NU_LCI_ELVE_NU_NU_DE_NU_BRAT_20021396_DECTG2025SEARCHONLYCAYENNE_DECTG2025SEARCHONLYCAYENNE,2025-47,cayenne,36.120000000000005,15762.89
PD,Germany,10420137_BR_PL_LWT_DRC_CAY_CAY_SUV_NB_GLB_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPL_NU_LCI_ELVE_NU_NU_DE_NU_BRAT_20021396_DECTG2025SEARCHONLYCAYENNE_DECTG2025SEARCHONLYCAYENNE,2025-48,cayenne,25.03,15243.45
PD,Germany,10420137_BR_PL_LWT_DRC_CAY_CAY_SUV_NB_GLB_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPL_NU_LCI_ELVE_NU_NU_DE_NU_BRAT_20021396_DECTG2025SEARCHONLYCAYENNE_DECTG2025SEARCHONLYCAYENNE,2025-49,cayenne,33.47,16773.54
PD,Germany,10420137_BR_PL_LWT_DRC_CAY_CAY_SUV_NB_GLB_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPL_NU_LCI_ELVE_NU_NU_DE_NU_BRAT_20021396_DECTG2025SEARCHONLYCAYENNE_DECTG2025SEARCHONLYCAYENNE,2025-50,cayenne,32.54,16583.33
PD,Germany,10420137_BR_PL_LWT_DRC_CAY_CAY_SUV_NB_GLB_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPL_NU_LCI_ELVE_NU_NU_DE_NU_BRAT_20021396_DECTG2025SEARCHONLYCAYENNE_DECTG2025SEARCHONLYCAYENNE,2025-51,cayenne,21.89,15730.32
PD,Germany,10420137_BR_PL_LWT_DRC_CAY_CAY_SUV_NB_GLB_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPL_NU_LCI_ELVE_NU_NU_DE_NU_BRAT_20021396_DECTG2025SEARCHONLYCAYENNE_DECTG2025SEARCHONLYCAYENNE,2025-52,cayenne,22.03,14180.1
PD,Germany,10420137_BR_PL_LWT_DRC_CAY_CAY_SUV_NB_GLB_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPL_NU_LCI_ELVE_NU_NU_DE_NU_BRAT_20021396_DECTG2025SEARCHONLYCAYENNE_DECTG2025SEARCHONLYCAYENNE,2026-01,cayenne,14.280000000000001,5366.94
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20058795_PORSCHESEAAO2026_MODELLCAYENNEE3_DE_41313730,2025-22,cayenne,1.0,364.29
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20058795_PORSCHESEAAO2026_MODELLCAYENNEE3_DE_41313730,2025-23,cayenne,1.21,2285.3
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20058795_PORSCHESEAAO2026_MODELLCAYENNEE3_DE_41313730,2025-24,cayenne,2.5,2312.31
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20058795_PORSCHESEAAO2026_MODELLCAYENNEE3_DE_41313730,2025-25,cayenne,2.5,2225.47
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20058795_PORSCHESEAAO2026_MODELLCAYENNEE3_DE_41313730,2025-26,cayenne,3.81,2090.91
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20058795_PORSCHESEAAO2026_MODELLCAYENNEE3_DE_41313730,2025-27,cayenne,0.0,2154.43
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20058795_PORSCHESEAAO2026_MODELLCAYENNEE3_DE_41313730,2025-28,cayenne,7.0,2218.25
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20058795_PORSCHESEAAO2026_MODELLCAYENNEE3_DE_41313730,2025-29,cayenne,3.5,2198.83
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20058795_PORSCHESEAAO2026_MODELLCAYENNEE3_DE_41313730,2025-30,cayenne,2.13,2120.51
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20058795_PORSCHESEAAO2026_MODELLCAYENNEE3_DE_41313730,2025-31,cayenne,2.07,2080.44
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20058795_PORSCHESEAAO2026_MODELLCAYENNEE3_DE_41313730,2025-32,cayenne,3.8,2234.35
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20058795_PORSCHESEAAO2026_MODELLCAYENNEE3_DE_41313730,2025-33,cayenne,4.0,2206.27
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20058795_PORSCHESEAAO2026_MODELLCAYENNEE3_DE_41313730,2025-34,cayenne,4.05,2157.26
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20058795_PORSCHESEAAO2026_MODELLCAYENNEE3_DE_41313730,2025-35,cayenne,2.0,1964.56
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20058795_PORSCHESEAAO2026_MODELLCAYENNEE3_DE_41313730,2025-36,cayenne,4.0,3850.27
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20058795_PORSCHESEAAO2026_MODELLCAYENNEE3_DE_41313730,2025-37,cayenne,2.08,3051.52
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20058795_PORSCHESEAAO2026_MODELLCAYENNEE3_DE_41313730,2025-38,cayenne,4.140000000000001,1258.75
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20058795_PORSCHESEAAO2026_MODELLCAYENNEE3_DE_41313730,2025-39,cayenne,3.25,1107.89
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20058795_PORSCHESEAAO2026_MODELLCAYENNEE3_DE_41313730,2025-40,cayenne,4.0,1920.24
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20058795_PORSCHESEAAO2026_MODELLCAYENNEE3_DE_41313730,2025-41,cayenne,1.0,2267.16
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20058795_PORSCHESEAAO2026_MODELLCAYENNEE3_DE_41313730,2025-42,cayenne,1.0,2164.43
PD,Germany,20056448_BR_CF_LAO_CNV_EPF_EPF_BRD_EV_DEU_SEAH_PSEAC_TEAD_NU_GAD_GADW_CPC_NU_NU_KT_NU_NU_DE_NU_BRAD_20058795_PORSCHESEAAO2026_MODELLCAYENNEE3_DE_41313730,2025-43,cayenne,1.02,2127.39
