market,model_family,week_start,spend,sessions,DCFS,forms_started,impressions,cpl_dcfs,visit_to_lead_rate
TRK,Macan,2025-10-20,7137.1588624950255,35264,24,355,7393248,297.38161927062606,0.0006805807622504537
TRK,Macan,2025-10-27,6128.2726222281835,28714,23,413,7944821,266.44663574905144,0.0008010029950546772
TRK,Macan,2025-11-03,3261.8650880425366,15050,10,217,3920578,326.18650880425366,0.000664451827242525
TRK,Macan,2025-11-10,2081.7010030104657,17863,10,160,2695875,208.17010030104657,0.0005598163802272854
TRK,Macan,2025-11-17,2468.3243865120266,11584,13,192,2242768,189.87110665477127,0.0011222375690607734
TRK,Macan,2025-11-24,2104.083465204614,9368,6,147,2012941,350.6805775341024,0.0006404782237403928
TRK,Macan,2025-12-01,5948.298853218345,27654,26,366,6670278,228.7807251237825,0.000940189484342229
TRK,Macan,2025-12-08,10891.505575140814,31578,34,435,11334557,320.33839926884747,0.0010766989676356958
TRK,Macan,2025-12-15,11755.887303085026,30657,23,457,11924821,511.12553491674026,0.000750236487588479
TRK,Macan,2025-12-22,12278.53134032194,29295,20,407,12679067,613.926567016097,0.000682710360129715
TRK,Macan,2025-12-29,5121.874412757715,13570,11,156,5790230,465.6249466143377,0.0008106116433308769
