report_date,report_week,source_file,Market,Model,Date,calendar_week,week_relative,week_text,Ad Type,Channel,Platform,is_pmax,Currency Rate,clicks,Finder DCF Started,Finder DCFS,Finder MDPV,ICC DCF started,ICC DCFS,ICC finished,ICC started,Impressions,Media Spend,Model Detail Page DCF started,Model Detail page DCFS,Model page visit,Number of Sessions,Session start,clicks_outbound,reach,DCFS,Forms Submission Started,Activation Group,Campaign
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,PTW,,,,,,Social Display,Paid Social,Meta,False,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,0,Meta Classic Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250818,CW 34,BW 11,August 18 - August 24,Social Vehicle,Paid Social,Meta,False,Not specified,387,0,0,0,0,0,0,0,17836,72.45,0,0,0,0,0,343,15876,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250819,CW 34,BW 11,August 18 - August 24,Social Vehicle,Paid Social,Meta,False,24.4,0,3,0,205,0,0,0,0,0,0,0,0,0,205,0,0,0,0,3,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250819,CW 34,BW 11,August 18 - August 24,Social Vehicle,Paid Social,Meta,False,Not specified,1360,0,0,0,0,0,0,0,45579,146.8,0,0,0,0,0,1221,32600,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250820,CW 34,BW 11,August 18 - August 24,Social Vehicle,Paid Social,Meta,False,24.4,0,1,0,297,0,0,0,0,0,0,0,0,0,299,0,0,0,0,1,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250820,CW 34,BW 11,August 18 - August 24,Social Vehicle,Paid Social,Meta,False,Not specified,1454,0,0,0,0,0,0,0,51556,162.74,0,0,0,0,0,1230,34524,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250821,CW 34,BW 11,August 18 - August 24,Google Search Ad,Paid Search,Google,False,24.4,2,0,0,0,0,0,0,1,12,1.193081803278689,0,0,0,1,1,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250821,CW 34,BW 11,August 18 - August 24,Social Vehicle,Paid Social,Meta,False,24.4,0,1,0,289,0,0,0,0,0,0,0,0,0,295,0,0,0,0,1,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250821,CW 34,BW 11,August 18 - August 24,Social Vehicle,Paid Social,Meta,False,Not specified,1033,0,0,0,0,0,0,0,36755,109.22,0,0,0,0,0,946,25943,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250822,CW 34,BW 11,August 18 - August 24,Google Search Ad,Paid Search,Google,False,24.4,4,0,0,0,0,0,1,1,38,3.043765696721311,0,0,0,4,4,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250822,CW 34,BW 11,August 18 - August 24,Social Vehicle,Paid Social,Meta,False,24.4,0,1,0,384,0,0,0,0,0,0,0,0,0,394,0,0,0,0,1,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250822,CW 34,BW 11,August 18 - August 24,Social Vehicle,Paid Social,Meta,False,Not specified,1392,0,0,0,0,0,0,0,46857,142.51,0,0,0,0,0,1224,33058,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250823,CW 34,BW 11,August 18 - August 24,Google Search Ad,Paid Search,Google,False,24.4,2,0,0,0,0,0,1,2,28,2.280312909836065,0,0,0,2,2,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250823,CW 34,BW 11,August 18 - August 24,Social Vehicle,Paid Social,Meta,False,24.4,0,5,0,428,0,0,0,0,0,0,0,0,0,444,0,0,0,0,5,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250823,CW 34,BW 11,August 18 - August 24,Social Vehicle,Paid Social,Meta,False,Not specified,1341,0,0,0,0,0,0,0,44526,125.45,0,0,0,0,0,1200,31419,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250824,CW 34,BW 11,August 18 - August 24,Google Search Ad,Paid Search,Google,False,24.4,6,0,0,0,0,0,0,2,22,4.072844795081967,0,0,0,3,3,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250824,CW 34,BW 11,August 18 - August 24,Social Vehicle,Paid Social,Meta,False,24.4,0,2,0,405,0,0,0,0,0,0,0,0,0,414,0,0,0,0,2,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250824,CW 34,BW 11,August 18 - August 24,Social Vehicle,Paid Social,Meta,False,Not specified,1286,0,0,0,0,0,0,0,44352,127.94,0,0,0,0,0,1137,31375,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250825,CW 35,BW 12,August 25 - August 31,Google Search Ad,Paid Search,Google,False,24.4,5,0,0,0,0,0,0,2,67,4.69121643442623,0,0,0,3,3,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250825,CW 35,BW 12,August 25 - August 31,Social Vehicle,Paid Social,Meta,False,24.4,0,2,0,350,0,0,0,0,0,0,0,0,0,360,0,0,0,0,2,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250825,CW 35,BW 12,August 25 - August 31,Social Vehicle,Paid Social,Meta,False,Not specified,1082,0,0,0,0,0,0,0,46636,130.87,0,0,0,0,0,884,35336,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250826,CW 35,BW 12,August 25 - August 31,Google Search Ad,Paid Search,Google,False,24.4,2,0,0,1,0,0,2,2,50,0.5717709016393443,0,0,0,5,5,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250826,CW 35,BW 12,August 25 - August 31,Social Vehicle,Paid Social,Meta,False,24.4,0,4,0,343,0,0,0,0,0,0,0,0,0,354,0,0,0,0,4,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250826,CW 35,BW 12,August 25 - August 31,Social Vehicle,Paid Social,Meta,False,Not specified,1111,0,0,0,0,0,0,0,48162,130.36,0,0,0,0,0,950,36610,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250827,CW 35,BW 12,August 25 - August 31,Google Search Ad,Paid Search,Google,False,24.4,6,0,0,0,0,0,2,2,36,7.427698401639344,0,0,0,6,6,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250827,CW 35,BW 12,August 25 - August 31,Social Vehicle,Paid Social,Meta,False,24.4,0,0,0,263,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250827,CW 35,BW 12,August 25 - August 31,Social Vehicle,Paid Social,Meta,False,Not specified,752,0,0,0,0,0,0,0,35463,137.27,0,0,0,0,0,663,26718,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250828,CW 35,BW 12,August 25 - August 31,Google Search Ad,Paid Search,Google,False,24.4,10,0,0,1,0,0,4,5,66,10.67940151639344,0,0,0,9,9,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250828,CW 35,BW 12,August 25 - August 31,Social Vehicle,Paid Social,Meta,False,24.4,0,1,0,281,0,0,0,0,0,0,0,0,0,298,0,0,0,0,1,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250828,CW 35,BW 12,August 25 - August 31,Social Vehicle,Paid Social,Meta,False,Not specified,822,0,0,0,0,0,0,0,30448,110.26,0,0,0,0,0,738,22942,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250829,CW 35,BW 12,August 25 - August 31,Google Search Ad,Paid Search,Google,False,24.4,5,0,0,1,0,0,3,4,50,4.892822213114754,0,0,0,9,9,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250829,CW 35,BW 12,August 25 - August 31,Social Vehicle,Paid Social,Meta,False,24.4,0,0,0,211,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250829,CW 35,BW 12,August 25 - August 31,Social Vehicle,Paid Social,Meta,False,Not specified,695,0,0,0,0,0,0,0,27213,84.94,0,0,0,0,0,623,20137,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250830,CW 35,BW 12,August 25 - August 31,Google Search Ad,Paid Search,Google,False,24.4,4,0,0,0,0,0,3,3,26,2.000847991803279,0,0,0,9,9,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250830,CW 35,BW 12,August 25 - August 31,Social Vehicle,Paid Social,Meta,False,24.4,0,2,1,335,0,0,0,0,0,0,0,0,0,352,0,0,0,1,2,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250830,CW 35,BW 12,August 25 - August 31,Social Vehicle,Paid Social,Meta,False,Not specified,1104,0,0,0,0,0,0,0,43992,130.61,0,0,0,0,0,939,32208,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250831,CW 35,BW 12,August 25 - August 31,Google Search Ad,Paid Search,Google,False,24.4,8,0,0,3,0,0,0,2,55,10.19655180327869,0,0,0,8,8,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250831,CW 35,BW 12,August 25 - August 31,Social Vehicle,Paid Social,Meta,False,24.4,0,0,0,377,0,0,0,0,0,0,0,0,0,405,0,0,0,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250831,CW 35,BW 12,August 25 - August 31,Social Vehicle,Paid Social,Meta,False,Not specified,1182,0,0,0,0,0,0,0,46642,140.08,0,0,0,0,0,1012,35801,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250901,CW 36,BW 13,September 1 - September 7,Google Search Ad,Paid Search,Google,False,24.4,5,0,0,0,0,0,0,1,50,6.150015409836065,0,0,0,3,3,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250901,CW 36,BW 13,September 1 - September 7,Social Vehicle,Paid Social,Meta,False,24.4,0,1,0,308,0,0,0,0,0,0,0,0,0,325,0,0,0,0,1,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250901,CW 36,BW 13,September 1 - September 7,Social Vehicle,Paid Social,Meta,False,Not specified,1052,0,0,0,0,0,0,0,52689,151.28,0,0,0,0,0,895,39374,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250902,CW 36,BW 13,September 1 - September 7,Google Search Ad,Paid Search,Google,False,24.4,5,0,0,0,0,0,0,0,48,6.06573024590164,0,0,0,2,2,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250902,CW 36,BW 13,September 1 - September 7,Social Vehicle,Paid Social,Meta,False,24.4,0,0,0,305,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250902,CW 36,BW 13,September 1 - September 7,Social Vehicle,Paid Social,Meta,False,Not specified,851,0,0,0,0,0,0,0,41388,118.2,0,0,0,0,0,758,32038,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250903,CW 36,BW 13,September 1 - September 7,Google Search Ad,Paid Search,Google,False,24.4,2,0,0,1,0,0,0,0,30,2.246353032786885,0,0,0,5,5,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250903,CW 36,BW 13,September 1 - September 7,Social Vehicle,Paid Social,Meta,False,24.4,0,3,0,287,0,0,0,0,0,0,0,0,0,312,0,0,0,0,3,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250903,CW 36,BW 13,September 1 - September 7,Social Vehicle,Paid Social,Meta,False,Not specified,802,0,0,0,0,0,0,0,47717,126.94,0,0,0,0,0,695,36450,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250904,CW 36,BW 13,September 1 - September 7,Google Search Ad,Paid Search,Google,False,24.4,1,0,0,0,0,0,0,0,58,0.369400286885246,0,0,0,1,1,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250904,CW 36,BW 13,September 1 - September 7,Social Vehicle,Paid Social,Meta,False,24.4,0,0,0,297,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250904,CW 36,BW 13,September 1 - September 7,Social Vehicle,Paid Social,Meta,False,Not specified,903,0,0,0,0,0,0,0,47453,129.78,0,0,0,0,0,768,36768,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250905,CW 36,BW 13,September 1 - September 7,Google Search Ad,Paid Search,Google,False,24.4,3,0,0,1,0,0,0,1,29,1.68911868852459,0,0,0,4,4,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250905,CW 36,BW 13,September 1 - September 7,Social Vehicle,Paid Social,Meta,False,24.4,0,0,0,273,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250905,CW 36,BW 13,September 1 - September 7,Social Vehicle,Paid Social,Meta,False,Not specified,845,0,0,0,0,0,0,0,42686,127.14,0,0,0,0,0,693,32915,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250906,CW 36,BW 13,September 1 - September 7,Google Search Ad,Paid Search,Google,False,24.4,6,0,0,0,0,0,2,3,45,22.16670127049181,0,0,0,4,4,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250906,CW 36,BW 13,September 1 - September 7,Social Vehicle,Paid Social,Meta,False,24.4,0,2,0,255,0,0,0,0,0,0,0,0,0,275,0,0,0,0,2,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250906,CW 36,BW 13,September 1 - September 7,Social Vehicle,Paid Social,Meta,False,Not specified,823,0,0,0,0,0,0,0,44770,133.05,0,0,0,0,0,718,33936,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250907,CW 36,BW 13,September 1 - September 7,Google Search Ad,Paid Search,Google,False,24.4,2,0,0,0,0,0,2,2,28,24.20071004098361,0,0,0,3,3,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250907,CW 36,BW 13,September 1 - September 7,Social Vehicle,Paid Social,Meta,False,24.4,0,4,1,245,0,0,0,0,0,0,0,0,0,266,0,0,0,1,4,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250907,CW 36,BW 13,September 1 - September 7,Social Vehicle,Paid Social,Meta,False,Not specified,789,0,0,0,0,0,0,0,42267,134.84,0,0,0,0,0,660,31937,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250908,CW 37,BW 14,September 8 - September 14,Google Search Ad,Paid Search,Google,False,24.4,4,0,0,1,0,0,0,1,34,24.32474467213115,0,0,0,3,2,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250908,CW 37,BW 14,September 8 - September 14,Social Vehicle,Paid Social,Meta,False,24.4,0,0,0,252,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250908,CW 37,BW 14,September 8 - September 14,Social Vehicle,Paid Social,Meta,False,Not specified,849,0,0,0,0,0,0,0,41431,140.29,0,0,0,0,0,727,29685,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250909,CW 37,BW 14,September 8 - September 14,Google Search Ad,Paid Search,Google,False,24.4,3,0,0,0,0,0,0,1,38,5.466945368852459,0,0,0,2,2,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250909,CW 37,BW 14,September 8 - September 14,Social Vehicle,Paid Social,Meta,False,24.4,0,1,1,254,0,0,0,0,0,0,0,0,0,270,0,0,0,1,1,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250909,CW 37,BW 14,September 8 - September 14,Social Vehicle,Paid Social,Meta,False,Not specified,797,0,0,0,0,0,0,0,37161,134.12,0,0,0,0,0,682,28641,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250910,CW 37,BW 14,September 8 - September 14,Google Search Ad,Paid Search,Google,False,24.4,3,0,0,0,0,0,0,0,34,6.679156352459017,0,0,0,1,1,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250910,CW 37,BW 14,September 8 - September 14,Social Vehicle,Paid Social,Meta,False,24.4,0,1,0,253,0,0,0,0,0,0,0,0,0,278,0,0,0,0,1,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250910,CW 37,BW 14,September 8 - September 14,Social Vehicle,Paid Social,Meta,False,Not specified,888,0,0,0,0,0,0,0,38198,138.44,0,0,0,0,0,768,29388,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250911,CW 37,BW 14,September 8 - September 14,Google Search Ad,Paid Search,Google,False,24.4,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250911,CW 37,BW 14,September 8 - September 14,Social Vehicle,Paid Social,Meta,False,24.4,0,1,0,223,0,0,0,0,0,0,0,0,0,243,0,0,0,0,1,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250911,CW 37,BW 14,September 8 - September 14,Social Vehicle,Paid Social,Meta,False,Not specified,739,0,0,0,0,0,0,0,35301,127.05,0,0,0,0,0,643,27203,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250912,CW 37,BW 14,September 8 - September 14,Google Search Ad,Paid Search,Google,False,24.4,3,0,0,0,0,0,0,0,40,51.87577942622951,0,0,0,1,1,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250912,CW 37,BW 14,September 8 - September 14,Social Vehicle,Paid Social,Meta,False,24.4,0,2,0,235,0,0,0,0,0,0,0,0,0,257,0,0,0,0,2,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250912,CW 37,BW 14,September 8 - September 14,Social Vehicle,Paid Social,Meta,False,Not specified,774,0,0,0,0,0,0,0,37744,130.86,0,0,0,0,0,676,28409,0,0,Meta Inventory Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250913,CW 37,BW 14,September 8 - September 14,Google Search Ad,Paid Search,Google,False,24.4,3,0,0,0,0,0,0,0,34,2.545866762295082,0,0,0,5,5,0,0,0,0,Search/Google Ads,Winning BEV Close the Gap
2026-01-07,CW52,pwc reports/Weekly/CW52/07012026_Winning BEV_Weekly Reporting_untill 31122025.xlsx,CZ,Macan,20250913,CW 37,BW 14,September 8 - September 14,Social Vehicle,Paid Social,Meta,False,24.4,0,3,2,294,0,0,0,0,0,0,0,0,0,318,0,0,0,2,3,Meta Inventory Ads,Winning BEV Close the Gap
