market,channel,week,icc_dcfs,sessions,spend
UK,Paid Social,2025-18,1.0,,0.0
UK,Paid Social,2025-19,0.0,,0.0
UK,Paid Social,2025-20,0.0,,0.0
UK,Paid Social,2025-21,0.0,,2629.3493975903616
UK,Paid Social,2025-22,0.0,,19276.269656626504
UK,Paid Social,2025-23,0.0,,34047.18370963855
UK,Paid Social,2025-24,0.0,,54016.442556626505
UK,Paid Social,2025-25,0.0,,47883.58291445783
UK,Paid Social,2025-26,0.0,,33563.3732
UK,Paid Social,2025-27,0.0,,32646.45884939758
UK,Paid Social,2025-28,0.0,,35689.21827710844
UK,Paid Social,2025-29,0.0,,27558.36240240963
UK,Paid Social,2025-30,0.0,,14298.674698795181
UK,Paid Social,2025-31,0.0,,20482.192771084337
UK,Paid Social,2025-32,0.0,,22271.759036144587
UK,Paid Social,2025-33,0.0,,18915.86746987953
UK,Paid Social,2025-34,0.0,,23079.987951807227
UK,Paid Social,2025-35,2.0,,21780.807228915688
UK,Paid Social,2025-36,0.0,,24634.373493975905
UK,Paid Social,2025-37,0.0,,23382.132530120485
UK,Paid Social,2025-38,5.0,,22417.481927710844
UK,Paid Social,2025-39,2.0,,22018.240963855427
UK,Paid Social,2025-40,4.0,,13672.349397590364
UK,Paid Social,2025-41,3.0,,8814.915662650603
UK,Paid Social,2025-42,0.0,,8256.469879518072
UK,Paid Social,2025-43,0.0,,23866.469879518074
UK,Paid Social,2025-44,3.0,,25006.117248192775
UK,Paid Social,2025-45,1.0,,46220.81749156627
UK,Paid Social,2025-46,0.0,,41535.01706746989
UK,Paid Social,2025-47,0.0,,12587.072289156627
UK,Paid Social,2025-48,3.0,,12903.060240963858
UK,Paid Social,2025-49,2.0,,11428.216867469879
UK,Paid Social,2025-50,5.0,,22493.27438554217
UK,Paid Social,2025-51,2.0,,29566.3295686747
UK,Paid Social,2025-52,6.0,,30654.897731325324
UK,Paid Social,2026-01,1.0,,12506.72723012049
CANADA,KPI Selection I (Cross Channel),2025-01,,9286.0,
CANADA,KPI Selection I (Cross Channel),2025-02,,18276.0,
CANADA,KPI Selection I (Cross Channel),2025-03,,17756.0,
CANADA,KPI Selection I (Cross Channel),2025-04,,27423.0,
CANADA,KPI Selection I (Cross Channel),2025-05,,30215.0,
CANADA,KPI Selection I (Cross Channel),2025-06,,28537.0,
CANADA,KPI Selection I (Cross Channel),2025-07,,27130.0,
CANADA,KPI Selection I (Cross Channel),2025-08,,28360.0,
CANADA,KPI Selection I (Cross Channel),2025-09,,28979.0,
CANADA,KPI Selection I (Cross Channel),2025-10,,27700.0,
CANADA,KPI Selection I (Cross Channel),2025-11,,29398.0,
CANADA,KPI Selection I (Cross Channel),2025-12,,31083.0,
CANADA,KPI Selection I (Cross Channel),2025-13,,31665.0,
CANADA,KPI Selection I (Cross Channel),2025-14,,30140.0,
CANADA,KPI Selection I (Cross Channel),2025-15,,29685.0,
CANADA,KPI Selection I (Cross Channel),2025-16,,32998.0,
CANADA,KPI Selection I (Cross Channel),2025-17,,31424.0,
CANADA,KPI Selection I (Cross Channel),2025-18,,25747.0,
CANADA,KPI Selection I (Cross Channel),2025-19,,23777.0,
CANADA,KPI Selection I (Cross Channel),2025-20,,21063.0,
CANADA,KPI Selection I (Cross Channel),2025-21,,28884.0,
CANADA,KPI Selection I (Cross Channel),2025-22,,26767.0,
CANADA,KPI Selection I (Cross Channel),2025-23,,24335.0,
CANADA,KPI Selection I (Cross Channel),2025-24,,22865.0,
CANADA,KPI Selection I (Cross Channel),2025-25,,21796.0,
CANADA,KPI Selection I (Cross Channel),2025-26,,22449.0,
CANADA,KPI Selection I (Cross Channel),2025-27,,20934.0,
CANADA,KPI Selection I (Cross Channel),2025-28,,22539.0,
CANADA,KPI Selection I (Cross Channel),2025-29,,25413.0,
CANADA,KPI Selection I (Cross Channel),2025-30,,24825.0,
CANADA,KPI Selection I (Cross Channel),2025-31,,23862.0,
CANADA,KPI Selection I (Cross Channel),2025-32,,24729.0,
CANADA,KPI Selection I (Cross Channel),2025-33,,27882.0,
CANADA,KPI Selection I (Cross Channel),2025-34,,31521.0,
CANADA,KPI Selection I (Cross Channel),2025-35,,37707.0,
CANADA,KPI Selection I (Cross Channel),2025-36,,36864.0,
CANADA,KPI Selection I (Cross Channel),2025-37,,36411.0,
CANADA,KPI Selection I (Cross Channel),2025-38,,38721.0,
CANADA,KPI Selection I (Cross Channel),2025-39,,39097.0,
CANADA,KPI Selection I (Cross Channel),2025-40,,35086.0,
CANADA,KPI Selection I (Cross Channel),2025-41,,32142.0,
CANADA,KPI Selection I (Cross Channel),2025-42,,36124.0,
CANADA,KPI Selection I (Cross Channel),2025-43,,36736.0,
CANADA,KPI Selection I (Cross Channel),2025-44,,36591.0,
CANADA,KPI Selection I (Cross Channel),2025-45,,35745.0,
CANADA,KPI Selection I (Cross Channel),2025-46,,33689.0,
CANADA,KPI Selection I (Cross Channel),2025-47,,39901.0,
CANADA,KPI Selection I (Cross Channel),2025-48,,46714.0,
CANADA,KPI Selection I (Cross Channel),2025-49,,50037.0,
CANADA,KPI Selection I (Cross Channel),2025-50,,49388.0,
CANADA,KPI Selection I (Cross Channel),2025-51,,44926.0,
CANADA,KPI Selection I (Cross Channel),2025-52,,47429.0,
CANADA,KPI Selection I (Cross Channel),2026-01,,20219.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-01,,6245.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-02,,8882.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-03,,10051.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-04,,9584.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-05,,8881.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-06,,9232.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-07,,13309.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-08,,14457.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-09,,13283.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-10,,12844.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-11,,13020.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-12,,13958.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-13,,13976.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-14,,14052.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-15,,14513.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-16,,14537.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-17,,14069.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-18,,13606.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-19,,14611.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-20,,15095.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-21,,14809.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-22,,15405.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-23,,15543.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-24,,15788.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-25,,18126.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-26,,16971.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-27,,15108.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-28,,15325.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-29,,14933.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-30,,16490.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-31,,15950.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-32,,17174.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-33,,17222.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-34,,17092.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-35,,17094.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-36,,16410.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-37,,16846.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-38,,14333.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-39,,12284.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-40,,7207.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-41,,10167.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-42,,14954.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-43,,14099.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-44,,13400.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-45,,14259.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-46,,12694.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-47,,12938.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-48,,12567.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-49,,10789.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-50,,13387.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-51,,14096.0,
CANADA,KPI Selection I_YOY (Cross Channel),2025-52,,12060.0,
CANADA,KPI Selection I_YOY (Cross Channel),2026-01,,5086.0,
GERMANY,KPI Selection I (Cross Channel),2025-01,,28661.0,
GERMANY,KPI Selection I (Cross Channel),2025-02,,44053.0,
GERMANY,KPI Selection I (Cross Channel),2025-03,,45051.0,
GERMANY,KPI Selection I (Cross Channel),2025-04,,47040.0,
GERMANY,KPI Selection I (Cross Channel),2025-05,,48090.0,
GERMANY,KPI Selection I (Cross Channel),2025-06,,49567.0,
GERMANY,KPI Selection I (Cross Channel),2025-07,,46904.0,
GERMANY,KPI Selection I (Cross Channel),2025-08,,63209.0,
GERMANY,KPI Selection I (Cross Channel),2025-09,,63194.0,
GERMANY,KPI Selection I (Cross Channel),2025-10,,61302.0,
GERMANY,KPI Selection I (Cross Channel),2025-11,,72188.0,
GERMANY,KPI Selection I (Cross Channel),2025-12,,68712.0,
GERMANY,KPI Selection I (Cross Channel),2025-13,,72512.0,
GERMANY,KPI Selection I (Cross Channel),2025-14,,68365.0,
GERMANY,KPI Selection I (Cross Channel),2025-15,,66862.0,
GERMANY,KPI Selection I (Cross Channel),2025-16,,69448.0,
GERMANY,KPI Selection I (Cross Channel),2025-17,,69829.0,
GERMANY,KPI Selection I (Cross Channel),2025-18,,66377.0,
GERMANY,KPI Selection I (Cross Channel),2025-19,,64381.0,
GERMANY,KPI Selection I (Cross Channel),2025-20,,69399.0,
GERMANY,KPI Selection I (Cross Channel),2025-21,,71689.0,
GERMANY,KPI Selection I (Cross Channel),2025-22,,68108.0,
GERMANY,KPI Selection I (Cross Channel),2025-23,,70053.0,
GERMANY,KPI Selection I (Cross Channel),2025-24,,63029.0,
GERMANY,KPI Selection I (Cross Channel),2025-25,,61279.0,
GERMANY,KPI Selection I (Cross Channel),2025-26,,62077.0,
GERMANY,KPI Selection I (Cross Channel),2025-27,,68078.0,
GERMANY,KPI Selection I (Cross Channel),2025-28,,75783.0,
GERMANY,KPI Selection I (Cross Channel),2025-29,,80800.0,
GERMANY,KPI Selection I (Cross Channel),2025-30,,83425.0,
GERMANY,KPI Selection I (Cross Channel),2025-31,,80011.0,
GERMANY,KPI Selection I (Cross Channel),2025-32,,76315.0,
GERMANY,KPI Selection I (Cross Channel),2025-33,,70921.0,
GERMANY,KPI Selection I (Cross Channel),2025-34,,65383.0,
GERMANY,KPI Selection I (Cross Channel),2025-35,,61953.0,
GERMANY,KPI Selection I (Cross Channel),2025-36,,73199.0,
GERMANY,KPI Selection I (Cross Channel),2025-37,,82646.0,
GERMANY,KPI Selection I (Cross Channel),2025-38,,73288.0,
GERMANY,KPI Selection I (Cross Channel),2025-39,,75232.0,
GERMANY,KPI Selection I (Cross Channel),2025-40,,79693.0,
GERMANY,KPI Selection I (Cross Channel),2025-41,,78189.0,
GERMANY,KPI Selection I (Cross Channel),2025-42,,79692.0,
GERMANY,KPI Selection I (Cross Channel),2025-43,,82525.0,
GERMANY,KPI Selection I (Cross Channel),2025-44,,87513.0,
GERMANY,KPI Selection I (Cross Channel),2025-45,,105873.0,
GERMANY,KPI Selection I (Cross Channel),2025-46,,117752.0,
GERMANY,KPI Selection I (Cross Channel),2025-47,,118573.0,
GERMANY,KPI Selection I (Cross Channel),2025-48,,105859.0,
GERMANY,KPI Selection I (Cross Channel),2025-49,,118320.0,
GERMANY,KPI Selection I (Cross Channel),2025-50,,125667.0,
GERMANY,KPI Selection I (Cross Channel),2025-51,,177215.0,
GERMANY,KPI Selection I (Cross Channel),2025-52,,205850.0,
GERMANY,KPI Selection I (Cross Channel),2026-01,,74924.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-01,,2641.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-02,,3734.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-03,,4172.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-04,,4720.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-05,,4458.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-06,,4043.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-07,,3289.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-08,,3334.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-09,,11362.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-10,,26550.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-11,,33431.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-12,,31826.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-13,,25432.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-14,,24676.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-15,,23437.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-16,,28436.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-17,,37120.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-18,,38226.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-19,,38489.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-20,,40208.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-21,,36890.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-22,,46796.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-23,,41997.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-24,,39623.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-25,,36600.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-26,,36248.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-27,,37485.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-28,,39319.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-29,,37352.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-30,,32621.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-31,,29379.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-32,,31444.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-33,,33061.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-34,,34617.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-35,,29154.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-36,,32534.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-37,,32990.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-38,,31954.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-39,,34254.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-40,,35698.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-41,,33584.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-42,,37940.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-43,,40068.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-44,,39597.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-45,,38556.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-46,,45772.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-47,,49823.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-48,,43195.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-49,,45536.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-50,,53552.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-51,,52185.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2025-52,,57731.0,
GERMANY,KPI Selection I_YOY (Cross Channel),2026-01,,20909.0,
KOREA,KPI Selection I (Cross Channel),2025-01,,330.0,
KOREA,KPI Selection I (Cross Channel),2025-02,,414.0,
KOREA,KPI Selection I (Cross Channel),2025-03,,434.0,
KOREA,KPI Selection I (Cross Channel),2025-04,,402.0,
KOREA,KPI Selection I (Cross Channel),2025-05,,371.0,
KOREA,KPI Selection I (Cross Channel),2025-06,,331.0,
KOREA,KPI Selection I (Cross Channel),2025-07,,4144.0,
KOREA,KPI Selection I (Cross Channel),2025-08,,7649.0,
KOREA,KPI Selection I (Cross Channel),2025-09,,9622.0,
KOREA,KPI Selection I (Cross Channel),2025-10,,10194.0,
KOREA,KPI Selection I (Cross Channel),2025-11,,8000.0,
KOREA,KPI Selection I (Cross Channel),2025-12,,1358.0,
KOREA,KPI Selection I (Cross Channel),2025-13,,1023.0,
KOREA,KPI Selection I (Cross Channel),2025-14,,3134.0,
KOREA,KPI Selection I (Cross Channel),2025-15,,3804.0,
KOREA,KPI Selection I (Cross Channel),2025-16,,3306.0,
KOREA,KPI Selection I (Cross Channel),2025-17,,1581.0,
KOREA,KPI Selection I (Cross Channel),2025-18,,601.0,
KOREA,KPI Selection I (Cross Channel),2025-19,,577.0,
KOREA,KPI Selection I (Cross Channel),2025-20,,2115.0,
KOREA,KPI Selection I (Cross Channel),2025-21,,7384.0,
KOREA,KPI Selection I (Cross Channel),2025-22,,8617.0,
KOREA,KPI Selection I (Cross Channel),2025-23,,8698.0,
KOREA,KPI Selection I (Cross Channel),2025-24,,9129.0,
KOREA,KPI Selection I (Cross Channel),2025-25,,9562.0,
KOREA,KPI Selection I (Cross Channel),2025-26,,8852.0,
KOREA,KPI Selection I (Cross Channel),2025-27,,8926.0,
KOREA,KPI Selection I (Cross Channel),2025-28,,8826.0,
KOREA,KPI Selection I (Cross Channel),2025-29,,9558.0,
KOREA,KPI Selection I (Cross Channel),2025-30,,11864.0,
KOREA,KPI Selection I (Cross Channel),2025-31,,7470.0,
KOREA,KPI Selection I (Cross Channel),2025-32,,2166.0,
KOREA,KPI Selection I (Cross Channel),2025-33,,1702.0,
KOREA,KPI Selection I (Cross Channel),2025-34,,1730.0,
KOREA,KPI Selection I (Cross Channel),2025-35,,8000.0,
KOREA,KPI Selection I (Cross Channel),2025-36,,8717.0,
KOREA,KPI Selection I (Cross Channel),2025-37,,9695.0,
KOREA,KPI Selection I (Cross Channel),2025-38,,8430.0,
KOREA,KPI Selection I (Cross Channel),2025-39,,8717.0,
KOREA,KPI Selection I (Cross Channel),2025-40,,16894.0,
KOREA,KPI Selection I (Cross Channel),2025-41,,18919.0,
KOREA,KPI Selection I (Cross Channel),2025-42,,18131.0,
KOREA,KPI Selection I (Cross Channel),2025-43,,17480.0,
KOREA,KPI Selection I (Cross Channel),2025-44,,10090.0,
KOREA,KPI Selection I (Cross Channel),2025-45,,10537.0,
KOREA,KPI Selection I (Cross Channel),2025-46,,10415.0,
KOREA,KPI Selection I (Cross Channel),2025-47,,8844.0,
KOREA,KPI Selection I (Cross Channel),2025-48,,5610.0,
KOREA,KPI Selection I (Cross Channel),2025-49,,7266.0,
KOREA,KPI Selection I (Cross Channel),2025-50,,11656.0,
KOREA,KPI Selection I (Cross Channel),2025-51,,12105.0,
KOREA,KPI Selection I (Cross Channel),2025-52,,13207.0,
KOREA,KPI Selection I (Cross Channel),2026-01,,5495.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-01,,3952.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-02,,7003.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-03,,6800.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-04,,7311.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-05,,7556.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-06,,6372.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-07,,6961.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-08,,7651.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-09,,6559.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-10,,1100.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-11,,922.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-12,,782.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-13,,689.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-14,,800.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-15,,640.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-16,,608.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-17,,779.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-18,,1276.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-19,,2157.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-20,,1899.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-21,,1687.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-22,,1515.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-23,,508.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-24,,569.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-25,,529.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-26,,517.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-27,,426.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-28,,473.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-29,,1511.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-30,,1752.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-31,,1443.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-32,,1228.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-33,,1064.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-34,,2947.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-35,,3349.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-36,,2621.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-37,,2401.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-38,,2142.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-39,,1453.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-40,,2068.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-41,,1893.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-42,,2060.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-43,,1678.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-44,,501.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-45,,474.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-46,,505.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-47,,428.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-48,,369.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-49,,396.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-50,,4255.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-51,,6635.0,
KOREA,KPI Selection I_YOY (Cross Channel),2025-52,,6279.0,
KOREA,KPI Selection I_YOY (Cross Channel),2026-01,,2309.0,
UK,KPI Selection I (Cross Channel),2025-01,,7201.0,
UK,KPI Selection I (Cross Channel),2025-02,,9609.0,
UK,KPI Selection I (Cross Channel),2025-03,,9731.0,
UK,KPI Selection I (Cross Channel),2025-04,,11254.0,
UK,KPI Selection I (Cross Channel),2025-05,,10765.0,
UK,KPI Selection I (Cross Channel),2025-06,,11179.0,
UK,KPI Selection I (Cross Channel),2025-07,,11642.0,
UK,KPI Selection I (Cross Channel),2025-08,,10902.0,
UK,KPI Selection I (Cross Channel),2025-09,,6851.0,
UK,KPI Selection I (Cross Channel),2025-10,,8707.0,
UK,KPI Selection I (Cross Channel),2025-11,,13096.0,
UK,KPI Selection I (Cross Channel),2025-12,,16837.0,
UK,KPI Selection I (Cross Channel),2025-13,,17468.0,
UK,KPI Selection I (Cross Channel),2025-14,,15599.0,
UK,KPI Selection I (Cross Channel),2025-15,,16044.0,
UK,KPI Selection I (Cross Channel),2025-16,,13939.0,
UK,KPI Selection I (Cross Channel),2025-17,,14298.0,
UK,KPI Selection I (Cross Channel),2025-18,,14885.0,
UK,KPI Selection I (Cross Channel),2025-19,,16640.0,
UK,KPI Selection I (Cross Channel),2025-20,,19032.0,
UK,KPI Selection I (Cross Channel),2025-21,,18209.0,
UK,KPI Selection I (Cross Channel),2025-22,,16099.0,
UK,KPI Selection I (Cross Channel),2025-23,,19928.0,
UK,KPI Selection I (Cross Channel),2025-24,,21264.0,
UK,KPI Selection I (Cross Channel),2025-25,,22771.0,
UK,KPI Selection I (Cross Channel),2025-26,,22753.0,
UK,KPI Selection I (Cross Channel),2025-27,,22105.0,
UK,KPI Selection I (Cross Channel),2025-28,,22112.0,
UK,KPI Selection I (Cross Channel),2025-29,,22719.0,
UK,KPI Selection I (Cross Channel),2025-30,,23907.0,
UK,KPI Selection I (Cross Channel),2025-31,,20536.0,
UK,KPI Selection I (Cross Channel),2025-32,,20603.0,
UK,KPI Selection I (Cross Channel),2025-33,,11565.0,
UK,KPI Selection I (Cross Channel),2025-34,,28699.0,
UK,KPI Selection I (Cross Channel),2025-35,,28019.0,
UK,KPI Selection I (Cross Channel),2025-36,,27075.0,
UK,KPI Selection I (Cross Channel),2025-37,,30509.0,
UK,KPI Selection I (Cross Channel),2025-38,,26897.0,
UK,KPI Selection I (Cross Channel),2025-39,,28328.0,
UK,KPI Selection I (Cross Channel),2025-40,,19894.0,
UK,KPI Selection I (Cross Channel),2025-41,,18853.0,
UK,KPI Selection I (Cross Channel),2025-42,,25561.0,
UK,KPI Selection I (Cross Channel),2025-43,,26539.0,
UK,KPI Selection I (Cross Channel),2025-44,,34606.0,
UK,KPI Selection I (Cross Channel),2025-45,,47410.0,
UK,KPI Selection I (Cross Channel),2025-46,,58704.0,
UK,KPI Selection I (Cross Channel),2025-47,,58852.0,
UK,KPI Selection I (Cross Channel),2025-48,,50236.0,
UK,KPI Selection I (Cross Channel),2025-49,,56564.0,
UK,KPI Selection I (Cross Channel),2025-50,,60335.0,
UK,KPI Selection I (Cross Channel),2025-51,,56485.0,
UK,KPI Selection I (Cross Channel),2025-52,,60851.0,
UK,KPI Selection I (Cross Channel),2026-01,,25016.0,
UK,KPI Selection I_YOY (Cross Channel),2025-01,,1700.0,
UK,KPI Selection I_YOY (Cross Channel),2025-02,,2168.0,
UK,KPI Selection I_YOY (Cross Channel),2025-03,,2121.0,
UK,KPI Selection I_YOY (Cross Channel),2025-04,,2569.0,
UK,KPI Selection I_YOY (Cross Channel),2025-05,,2638.0,
UK,KPI Selection I_YOY (Cross Channel),2025-06,,2446.0,
UK,KPI Selection I_YOY (Cross Channel),2025-07,,1890.0,
UK,KPI Selection I_YOY (Cross Channel),2025-08,,2041.0,
UK,KPI Selection I_YOY (Cross Channel),2025-09,,2516.0,
UK,KPI Selection I_YOY (Cross Channel),2025-10,,2145.0,
UK,KPI Selection I_YOY (Cross Channel),2025-11,,2444.0,
UK,KPI Selection I_YOY (Cross Channel),2025-12,,2047.0,
UK,KPI Selection I_YOY (Cross Channel),2025-13,,2160.0,
UK,KPI Selection I_YOY (Cross Channel),2025-14,,2455.0,
UK,KPI Selection I_YOY (Cross Channel),2025-15,,2068.0,
